1;;701;;describe history oil industry;;1;;1959-72, a period of increasing production and low prices;;01/02/17;;2
2;;701;;describe history oil industry;;2;;197282, a period of declining production despite the incentives of high world oil prices and technological advances;;01/02/17;;2
3;;701;;describe history oil industry;;3;;and 1982-90, a period of predominantly declining prices and continued declining production.;;01/02/17;;2
4;;701;;describe history oil industry;;4;;1970's and 1980's was adversely affected by oil and gas being increasingly harder to find.;;01/02/17;;2
5;;701;;describe history oil industry;;5;;The area, along with southwestern Louisiana, has historically been the primary staging and support area for offshore oil and gas exploration and development .;;01/02/17;;2
6;;701;;describe history oil industry;;6;;The Port of Fouchon, at the mouth of Bayou Lafourche on the Gulf of Mexico, is a major onshore staging area for OCS oil and gas activities in the Central and Western Gulf of Mexico and the land fall for the Louisiana Offshore Oil Port .;;01/02/17;;2
7;;701;;describe history oil industry;;7;;The decline, referred to as the "bust," in oil and gas activity in the mid-1980's brought change to the economies and to individuals most directly affected by the offshore oil and gas industry - Lafourche and Terrebonne parishes and to a lesser extent, San Patricio County .;;01/02/17;;2
8;;701;;describe history oil industry;;8;;The decline in volume of oil produced onshore in Ventura County was compensated by offshore development, at least through the early 1980s.;;01/02/17;;2
9;;701;;describe history oil industry;;9;;The GOM was known as the Dead Sea in the mid-1980s because the decline in oil and gas prices after 1981 made the higher cost of offshore exploration and operation unattractive.;;01/02/17;;2
10;;701;;describe history oil industry;;10;;The following factors stand out as major forces that created change in the oil and gas industry between 1980 and 2000: 1) increasing volatility of prices, 2) rising costs of oil and gas projects, 3) globalization of the industry, 4) increased concern for shareholder value, 5) ascendance of technology, and 6) management of risk.;;01/02/17;;2
11;;701;;describe history oil industry;;11;;Having reached a peak of $38 per barrel in the early 1980s, the posted price for West Texas Intermediate crude has now fallen to a modern-day low of $9.30 for the month of February 1999.;;01/02/17;;2
12;;701;;describe history oil industry;;12;;Increasing prices led to greatly increased U.S. industry activity in exploration and production during 1972-82.;;01/02/17;;3
13;;701;;describe history oil industry;;13;;Crude oil, however, had become harder to find and harder to produce than in earlier years.;;01/02/17;;3
14;;701;;describe history oil industry;;14;;The number of marginal stripper wells rose substantially.;;01/02/17;;3
15;;701;;describe history oil industry;;15;;Increases in enhanced oil recovery production techniques and technological innovations helped mitigate production declines that, nevertheless, reached 0.9 Monthly Labor Review March 1992 9 Productivity in Oil and Gas Production climbing toward the levels of the early 1980's.;;01/02/17;;3
16;;701;;describe history oil industry;;16;;From 1959 to 1972, U.S. oil and gas production was growing at an average annual rate of 3.4 percent, as the addition of newly found oil reserves exceeded the depletion of existing reserves.;;01/02/17;;3
17;;701;;describe history oil industry;;17;;There was also little incentive to employ more sophisticated, expensive, and labor-intensive production techniques for recovering oil.;;01/02/17;;3
18;;701;;describe history oil industry;;18;;Employment declined steadily at a rate of 1.9 percent per year, and output per hour rose at a rate of 5.4 percent per year.;;01/02/17;;3
19;;701;;describe history oil industry;;19;;U.S. production of gas and oil, however, peaked in the early 1970's.;;01/02/17;;3
20;;701;;describe history oil industry;;20;;Increasing prices led to greatly increased U.S. industry activity in exploration and production during 1972-82.;;01/02/17;;3
21;;701;;describe history oil industry;;21;;Crude oil, however, had become harder to find and harder to produce than in earlier years.;;01/02/17;;3
22;;701;;describe history oil industry;;22;;The number of marginal stripper wells rose substantially.;;01/02/17;;3
23;;701;;describe history oil industry;;23;;Increases in enhanced oil recovery production techniques and technological innovations helped mitigate production declines that, nevertheless, reached 0.9 Monthly Labor Review March 1992 9 Productivity in Oil and Gas Production climbing toward the levels of the early 1980's.;;01/02/17;;3
24;;701;;describe history oil industry;;24;;Crude oil production rose from 7.05 million barrels a day in 1959 to a high of 9.64 million barrels per day in 1971.;;01/02/17;;3
25;;701;;describe history oil industry;;25;;By the early 1970's, demand had increased to the point where crude oil production was at 100 percent of capacity.`O Gas production grew from 12.05 trillion cubic feet in 1959 to a high of 22.65 trillion cubic feet in 1973.;;01/02/17;;3
26;;701;;describe history oil industry;;26;;Crude oil production began to decline in the early 1970's.;;01/02/17;;3
27;;701;;describe history oil industry;;27;;Much of the decline was the result of diminishing reservoir pressure in existing oil fields, combined with low levels of exploration for new oil in the 1960's.;;01/02/17;;3
