1,q1,http://ics.forth.gr/isl/hippalus/#c1,11-01-2015,1
2,q1,http://ics.forth.gr/isl/hippalus/#c2,13-02-2015,1
3,q1,http://ics.forth.gr/isl/hippalus/#c3,07-03-2015,1
4,q1,http://ics.forth.gr/isl/hippalus/#c4,02-02-2016,1
5,q1,http://ics.forth.gr/isl/hippalus/#c5,03-02-2016,1
6,q1,http://ics.forth.gr/isl/hippalus/#c6,03-06-2017,1
7,q1,http://ics.forth.gr/isl/hippalus/#c7,14-02-2018,1
8,q1,http://ics.forth.gr/isl/hippalus/#c8,14-02-2018,1
9,q1,http://ics.forth.gr/isl/hippalus/#c9,14-01-2018,1
10,q1,http://ics.forth.gr/isl/hippalus/#c10,12-01-2018,1
11,q1,http://ics.forth.gr/isl/hippalus/#c11,16-02-2018,0
12,q1,http://ics.forth.gr/isl/hippalus/#c12,02-03-2017,0
13,q1,http://ics.forth.gr/isl/hippalus/#c13,02-04-2017,0
14,q1,http://ics.forth.gr/isl/hippalus/#c14,17-02-2018,0
15,q1,http://ics.forth.gr/isl/hippalus/#c15,01-01-2014,0
16,q1,http://ics.forth.gr/isl/hippalus/#c16,02-03-2016,0
17,q1,http://ics.forth.gr/isl/hippalus/#c17,02-04-2015,0
18,q1,http://ics.forth.gr/isl/hippalus/#c18,11-11-2017,0
19,q1,http://ics.forth.gr/isl/hippalus/#c19,21-02-2018,0
20,q1,http://ics.forth.gr/isl/hippalus/#c20,18-02-2018,0
21,q1,http://ics.forth.gr/isl/hippalus/#c21,03-02-2018,0
22,q1,http://ics.forth.gr/isl/hippalus/#c22,03-01-2018,0
23,q1,http://ics.forth.gr/isl/hippalus/#c23,04-10-2017,0
24,q1,http://ics.forth.gr/isl/hippalus/#c24,19-10-2017,0
25,q1,http://ics.forth.gr/isl/hippalus/#c25,01-01-2018,0
26,q1,http://ics.forth.gr/isl/hippalus/#c26,03-05-2016,0
27,q1,http://ics.forth.gr/isl/hippalus/#c27,03-07-2013,0
28,q1,http://ics.forth.gr/isl/hippalus/#c28,04-05-2015,0
29,q1,http://ics.forth.gr/isl/hippalus/#c29,03-04-2017,0
30,q1,http://ics.forth.gr/isl/hippalus/#c30,05-12-2017,0
31,q1,http://ics.forth.gr/isl/hippalus/#c31,25-04-2017,0
32,q1,http://ics.forth.gr/isl/hippalus/#c32,07-10-2017,0
33,q1,http://ics.forth.gr/isl/hippalus/#c33,05-05-2013,0
34,q1,http://ics.forth.gr/isl/hippalus/#c34,07-10-2014,0
35,q1,http://ics.forth.gr/isl/hippalus/#c35,30-03-2012,0
36,q1,http://ics.forth.gr/isl/hippalus/#c36,12-09-2017,0
37,q1,http://ics.forth.gr/isl/hippalus/#c37,10-10-2010,0
38,q1,http://ics.forth.gr/isl/hippalus/#c38,06-06-2006,0
39,q1,http://ics.forth.gr/isl/hippalus/#c39,03-09-2003,0
40,q1,http://ics.forth.gr/isl/hippalus/#c40,07-07-2007,0
41,q2,http://ics.forth.gr/isl/hippalus/#c1,11-01-2015,1
42,q2,http://ics.forth.gr/isl/hippalus/#c2,13-02-2015,1
43,q2,http://ics.forth.gr/isl/hippalus/#c3,07-03-2015,1
44,q2,http://ics.forth.gr/isl/hippalus/#c4,02-02-2016,1
45,q2,http://ics.forth.gr/isl/hippalus/#c5,03-02-2016,1
46,q2,http://ics.forth.gr/isl/hippalus/#c6,03-06-2017,1
47,q2,http://ics.forth.gr/isl/hippalus/#c7,14-02-2018,1
48,q2,http://ics.forth.gr/isl/hippalus/#c8,14-02-2018,1
49,q2,http://ics.forth.gr/isl/hippalus/#c9,14-01-2018,1
50,q2,http://ics.forth.gr/isl/hippalus/#c10,12-01-2018,1
51,q2,http://ics.forth.gr/isl/hippalus/#c11,16-02-2018,0
52,q2,http://ics.forth.gr/isl/hippalus/#c12,02-03-2017,0
53,q2,http://ics.forth.gr/isl/hippalus/#c13,02-04-2017,0
54,q2,http://ics.forth.gr/isl/hippalus/#c14,17-02-2018,0
55,q2,http://ics.forth.gr/isl/hippalus/#c15,01-01-2014,0
56,q2,http://ics.forth.gr/isl/hippalus/#c16,02-03-2016,0
57,q2,http://ics.forth.gr/isl/hippalus/#c17,02-04-2015,0
58,q2,http://ics.forth.gr/isl/hippalus/#c18,11-11-2017,0
59,q2,http://ics.forth.gr/isl/hippalus/#c19,21-02-2018,0
60,q2,http://ics.forth.gr/isl/hippalus/#c20,18-02-2018,0
61,q2,http://ics.forth.gr/isl/hippalus/#c21,03-02-2018,0
62,q2,http://ics.forth.gr/isl/hippalus/#c22,03-01-2018,0
63,q2,http://ics.forth.gr/isl/hippalus/#c23,04-10-2017,0
64,q2,http://ics.forth.gr/isl/hippalus/#c24,19-10-2017,0
65,q2,http://ics.forth.gr/isl/hippalus/#c25,01-01-2018,0
66,q2,http://ics.forth.gr/isl/hippalus/#c26,03-05-2016,0
67,q2,http://ics.forth.gr/isl/hippalus/#c27,03-07-2013,0
68,q2,http://ics.forth.gr/isl/hippalus/#c28,04-05-2015,0
69,q2,http://ics.forth.gr/isl/hippalus/#c29,03-04-2017,0
70,q2,http://ics.forth.gr/isl/hippalus/#c30,05-12-2017,0
71,q2,http://ics.forth.gr/isl/hippalus/#c31,25-04-2017,0
72,q2,http://ics.forth.gr/isl/hippalus/#c32,07-10-2017,0
73,q2,http://ics.forth.gr/isl/hippalus/#c33,05-05-2013,0
74,q2,http://ics.forth.gr/isl/hippalus/#c34,07-10-2014,0
75,q2,http://ics.forth.gr/isl/hippalus/#c35,30-03-2012,0
76,q2,http://ics.forth.gr/isl/hippalus/#c36,12-09-2017,0
77,q2,http://ics.forth.gr/isl/hippalus/#c37,10-10-2010,0
78,q2,http://ics.forth.gr/isl/hippalus/#c38,06-06-2006,0
79,q2,http://ics.forth.gr/isl/hippalus/#c39,03-09-2003,0
80,q2,http://ics.forth.gr/isl/hippalus/#c40,07-07-2007,0
